tail current source X,tail current source Y,stg1 amp X,stg1 amp Y,stg1 load X,stg1 load Y,stg2 load X,stg2 load Y,stg2 amp X,stg2 amp Y,/net1 X,/net1 Y
0,2,0,1,0,2,0,2,0,2,0,1.640671293847679
0.066,2,0.066,1,0.066,2,0.066,2,0.066,2,0.066,1.64078055927975
0.132,2,0.132,1,0.132,2,0.132,2,0.132,2,0.132,1.64090994814946
0.198,2,0.198,1,0.198,2,0.198,2,0.198,2,0.198,1.64106166490264
0.264,2,0.264,1,0.264,2,0.264,2,0.264,2,0.264,1.641233802411358
0.33,2,0.33,1,0.33,2,0.33,2,0.33,2,0.33,1.641417234995512
0.396,2,0.396,2,0.396,2,0.396,2,0.396,2,0.396,1.64159493208199
0.462,2,0.462,2,0.462,2,0.462,2,0.462,2,0.462,1.641754744070716
0.528,2,0.528,2,0.528,2,0.528,2,0.528,2,0.528,1.641895551504216
0.5940000000000001,2,0.5940000000000001,2,0.5940000000000001,2,0.5940000000000001,2,0.5940000000000001,2,0.5940000000000001,1.642018799513082
0.6600000000000001,2,0.6600000000000001,2,0.6600000000000001,2,0.6600000000000001,2,0.6600000000000001,2,0.6600000000000001,1.642123232227636
0.7260000000000002,2,0.7260000000000002,2,0.7260000000000002,2,0.7260000000000002,2,0.7260000000000002,2,0.7260000000000002,1.642200827802027
0.7920000000000003,2,0.7920000000000003,2,0.7920000000000003,2,0.7920000000000003,2,0.7920000000000003,2,0.7920000000000003,1.642243248719029
0.8580000000000003,2,0.8580000000000003,2,0.8580000000000003,2,0.8580000000000003,2,0.8580000000000003,2,0.8580000000000003,1.642262830097975
0.9240000000000004,2,0.9240000000000004,2,0.9240000000000004,2,0.9240000000000004,2,0.9240000000000004,2,0.9240000000000004,1.6422757487861
0.9900000000000004,2,0.9900000000000004,2,0.9900000000000004,2,0.9900000000000004,2,0.9900000000000004,2,0.9900000000000004,1.642285385851926
1.056,2,1.056,2,1.056,2,1.056,2,1.056,2,1.056,1.642292154433846
1.122000000000001,2,1.122000000000001,2,1.122000000000001,2,1.122000000000001,2,1.122000000000001,2,1.122000000000001,1.642296355508213
1.188000000000001,2,1.188000000000001,2,1.188000000000001,2,1.188000000000001,2,1.188000000000001,2,1.188000000000001,1.64229935864952
1.254000000000001,2,1.254000000000001,2,1.254000000000001,2,1.254000000000001,2,1.254000000000001,2,1.254000000000001,1.642301983027666
1.320000000000001,2,1.320000000000001,2,1.320000000000001,2,1.320000000000001,2,1.320000000000001,2,1.320000000000001,1.642304497339762
1.386000000000001,2,1.386000000000001,2,1.386000000000001,2,1.386000000000001,2,1.386000000000001,2,1.386000000000001,1.642306981591656
1.452000000000001,2,1.452000000000001,2,1.452000000000001,2,1.452000000000001,2,1.452000000000001,2,1.452000000000001,1.642309473419535
1.518000000000001,2,1.518000000000001,2,1.518000000000001,2,1.518000000000001,2,1.518000000000001,2,1.518000000000001,1.642311999635098
1.584000000000001,2,1.584000000000001,2,1.584000000000001,2,1.584000000000001,2,1.584000000000001,2,1.584000000000001,1.642314584890033
1.650000000000001,2,1.650000000000001,2,1.650000000000001,2,1.650000000000001,2,1.650000000000001,2,1.650000000000001,1.642317256853527
1.716000000000001,2,1.716000000000001,2,1.716000000000001,2,1.716000000000001,2,1.716000000000001,2,1.716000000000001,1.642320049977519
1.782000000000001,2,1.782000000000001,2,1.782000000000001,2,1.782000000000001,2,1.782000000000001,2,1.782000000000001,1.642323011786265
1.848000000000001,2,1.848000000000001,2,1.848000000000001,2,1.848000000000001,2,1.848000000000001,2,1.848000000000001,1.642326212793755
1.914000000000001,2,1.914000000000001,2,1.914000000000001,2,1.914000000000001,2,1.914000000000001,2,1.914000000000001,1.642329762345016
1.980000000000001,2,1.980000000000001,2,1.980000000000001,2,1.980000000000001,2,1.980000000000001,2,1.980000000000001,1.642333830196158
2.046000000000001,2,2.046000000000001,2,2.046000000000001,2,2.046000000000001,2,2.046000000000001,2,2.046000000000001,1.642338684148866
2.112000000000001,1,2.112000000000001,2,2.112000000000001,2,2.112000000000001,2,2.112000000000001,2,2.112000000000001,1.642345720077588
2.178000000000001,1,2.178000000000001,2,2.178000000000001,2,2.178000000000001,2,2.178000000000001,2,2.178000000000001,1.642368845191644
2.244000000000001,1,2.244000000000001,2,2.244000000000001,2,2.244000000000001,2,2.244000000000001,2,2.244000000000001,1.64247234718783
2.31,1,2.31,2,2.31,2,2.31,2,2.31,2,2.31,1.642875208800324
2.376,1,2.376,2,2.376,2,2.376,2,2.376,2,2.376,1.646235178589284
2.442,1,2.442,2,2.442,1,2.442,1,2.442,0,2.442,3.299999999140627
2.508,1,2.508,3,2.508,1,2.508,1,2.508,0,2.508,3.299999999185476
2.574,1,2.574,3,2.574,1,2.574,1,2.574,0,2.574,3.299999999169765
2.64,1,2.64,3,2.64,1,2.64,1,2.64,0,2.64,3.299999999162326
2.706,1,2.706,3,2.706,1,2.706,1,2.706,0,2.706,3.299999999160167
2.771999999999999,1,2.771999999999999,0,2.771999999999999,1,2.771999999999999,1,2.771999999999999,0,2.771999999999999,3.299999999159662
2.837999999999999,1,2.837999999999999,0,2.837999999999999,1,2.837999999999999,1,2.837999999999999,0,2.837999999999999,3.299999999159558
2.903999999999999,1,2.903999999999999,0,2.903999999999999,1,2.903999999999999,1,2.903999999999999,0,2.903999999999999,3.299999999159538
2.969999999999999,1,2.969999999999999,0,2.969999999999999,1,2.969999999999999,1,2.969999999999999,0,2.969999999999999,3.299999999159534
3.035999999999999,1,3.035999999999999,0,3.035999999999999,1,3.035999999999999,1,3.035999999999999,0,3.035999999999999,3.299999999159533
3.101999999999999,1,3.101999999999999,0,3.101999999999999,1,3.101999999999999,1,3.101999999999999,0,3.101999999999999,3.299999999159533
3.167999999999998,1,3.167999999999998,0,3.167999999999998,1,3.167999999999998,1,3.167999999999998,0,3.167999999999998,3.299999999159533
3.233999999999998,1,3.233999999999998,0,3.233999999999998,1,3.233999999999998,1,3.233999999999998,0,3.233999999999998,3.299999999159533
3.3,1,3.3,0,3.3,1,3.3,1,3.3,0,3.3,3.299999999159533
